runId,caseId,baseScenarioId,system,workflow,class,split,chainIds,actionCount,observationStage,oracleEvidenceLevel,mutationValidity,evaluationMode,preSignDecision,confirmationRequests,firstDetectionOrdinal,executionStatus,postStateStatus,postStateEvidence,counterfactualEconomicEffectIssued,counterfactualBenignCompletion,latencyMs,tokenCost,failureClass
primary-solo-v0.4.0-01,AP-01--ADVERSARIAL_BUDGET,AP-01,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.05700000000069849,,
primary-solo-v0.4.0-01,AP-01--ADVERSARIAL_COMPOSITION,AP-01,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.15999999999985448,,
primary-solo-v0.4.0-01,AP-01--ADVERSARIAL_SCOPE,AP-01,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.09179999999923893,,
primary-solo-v0.4.0-01,AP-01--BENIGN_DRIFT,AP-01,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.1346000000003187,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-01--BENIGN_ORIGINAL,AP-01,GUARD_MODE,APPROVAL_PERMIT2,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.8513000000002648,,
primary-solo-v0.4.0-01,AP-02--ADVERSARIAL_BUDGET,AP-02,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.08230000000003201,,
primary-solo-v0.4.0-01,AP-02--ADVERSARIAL_COMPOSITION,AP-02,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.06480000000010477,,
primary-solo-v0.4.0-01,AP-02--ADVERSARIAL_SCOPE,AP-02,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.07200000000011642,,
primary-solo-v0.4.0-01,AP-02--BENIGN_DRIFT,AP-02,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.06260000000020227,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-02--BENIGN_ORIGINAL,AP-02,GUARD_MODE,APPROVAL_PERMIT2,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.0820000000003347,,
primary-solo-v0.4.0-01,AP-03--ADVERSARIAL_BUDGET,AP-03,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.10630000000037398,,
primary-solo-v0.4.0-01,AP-03--ADVERSARIAL_COMPOSITION,AP-03,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.05529999999998836,,
primary-solo-v0.4.0-01,AP-03--ADVERSARIAL_SCOPE,AP-03,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.05830000000059954,,
primary-solo-v0.4.0-01,AP-03--BENIGN_DRIFT,AP-03,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.04059999999935826,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-03--BENIGN_ORIGINAL,AP-03,GUARD_MODE,APPROVAL_PERMIT2,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.05290000000059081,,
primary-solo-v0.4.0-01,AP-04--ADVERSARIAL_BUDGET,AP-04,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.06000000000040018,,
primary-solo-v0.4.0-01,AP-04--ADVERSARIAL_COMPOSITION,AP-04,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.1309000000001106,,
primary-solo-v0.4.0-01,AP-04--ADVERSARIAL_SCOPE,AP-04,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.05560000000059517,,
primary-solo-v0.4.0-01,AP-04--BENIGN_DRIFT,AP-04,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.058100000000194996,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-04--BENIGN_ORIGINAL,AP-04,GUARD_MODE,APPROVAL_PERMIT2,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.229099999999562,,
primary-solo-v0.4.0-01,AP-05--ADVERSARIAL_BUDGET,AP-05,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.03920000000016444,,
primary-solo-v0.4.0-01,AP-05--ADVERSARIAL_COMPOSITION,AP-05,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.03570000000036089,,
primary-solo-v0.4.0-01,AP-05--ADVERSARIAL_SCOPE,AP-05,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.042000000000371074,,
primary-solo-v0.4.0-01,AP-05--BENIGN_DRIFT,AP-05,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.047899999999572174,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-05--BENIGN_ORIGINAL,AP-05,GUARD_MODE,APPROVAL_PERMIT2,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.04620000000068103,,
primary-solo-v0.4.0-01,AP-06--ADVERSARIAL_BUDGET,AP-06,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.0488999999997759,,
primary-solo-v0.4.0-01,AP-06--ADVERSARIAL_COMPOSITION,AP-06,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.044999999999163265,,
primary-solo-v0.4.0-01,AP-06--ADVERSARIAL_SCOPE,AP-06,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.09429999999974825,,
primary-solo-v0.4.0-01,AP-06--BENIGN_DRIFT,AP-06,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.04399999999986903,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-06--BENIGN_ORIGINAL,AP-06,GUARD_MODE,APPROVAL_PERMIT2,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.044499999999970896,,
primary-solo-v0.4.0-01,AP-07--ADVERSARIAL_BUDGET,AP-07,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,DEV,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.04160000000047148,,
primary-solo-v0.4.0-01,AP-07--ADVERSARIAL_COMPOSITION,AP-07,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,DEV,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.03760000000056607,,
primary-solo-v0.4.0-01,AP-07--ADVERSARIAL_SCOPE,AP-07,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,DEV,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.055899999999383,,
primary-solo-v0.4.0-01,AP-07--BENIGN_DRIFT,AP-07,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,DEV,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.1080999999994674,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-07--BENIGN_ORIGINAL,AP-07,GUARD_MODE,APPROVAL_PERMIT2,BASE,DEV,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.04349999999976717,,
primary-solo-v0.4.0-01,AP-08--ADVERSARIAL_BUDGET,AP-08,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,DEV,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.052700000000186265,,
primary-solo-v0.4.0-01,AP-08--ADVERSARIAL_COMPOSITION,AP-08,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,DEV,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.18810000000030414,,
primary-solo-v0.4.0-01,AP-08--ADVERSARIAL_SCOPE,AP-08,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,DEV,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.05560000000059517,,
primary-solo-v0.4.0-01,AP-08--BENIGN_DRIFT,AP-08,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,DEV,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.052700000000186265,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-08--BENIGN_ORIGINAL,AP-08,GUARD_MODE,APPROVAL_PERMIT2,BASE,DEV,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.10620000000017171,,
primary-solo-v0.4.0-01,AP-09--ADVERSARIAL_BUDGET,AP-09,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,HIDDEN_TEST,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.03889999999955762,,
primary-solo-v0.4.0-01,AP-09--ADVERSARIAL_COMPOSITION,AP-09,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,HIDDEN_TEST,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.03870000000006257,,
primary-solo-v0.4.0-01,AP-09--ADVERSARIAL_SCOPE,AP-09,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,HIDDEN_TEST,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.041099999999460124,,
primary-solo-v0.4.0-01,AP-09--BENIGN_DRIFT,AP-09,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,HIDDEN_TEST,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.04309999999986758,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-09--BENIGN_ORIGINAL,AP-09,GUARD_MODE,APPROVAL_PERMIT2,BASE,HIDDEN_TEST,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.04029999999966094,,
primary-solo-v0.4.0-01,AP-10--ADVERSARIAL_BUDGET,AP-10,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,HIDDEN_TEST,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.03899999999975989,,
primary-solo-v0.4.0-01,AP-10--ADVERSARIAL_COMPOSITION,AP-10,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,HIDDEN_TEST,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.04140000000006694,,
primary-solo-v0.4.0-01,AP-10--ADVERSARIAL_SCOPE,AP-10,GUARD_MODE,APPROVAL_PERMIT2,ADVERSARIAL,HIDDEN_TEST,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.037400000000161526,,
primary-solo-v0.4.0-01,AP-10--BENIGN_DRIFT,AP-10,GUARD_MODE,APPROVAL_PERMIT2,BENIGN_DRIFT,HIDDEN_TEST,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.02999999999974534,,INVALID_CALLDATA
primary-solo-v0.4.0-01,AP-10--BENIGN_ORIGINAL,AP-10,GUARD_MODE,APPROVAL_PERMIT2,BASE,HIDDEN_TEST,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.04310000000077707,,
primary-solo-v0.4.0-01,BA-01--ADVERSARIAL_BUDGET,BA-01,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.05400000000008731,,
primary-solo-v0.4.0-01,BA-01--ADVERSARIAL_COMPOSITION,BA-01,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.04040000000077271,,
primary-solo-v0.4.0-01,BA-01--ADVERSARIAL_SCOPE,BA-01,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.04610000000047876,,
primary-solo-v0.4.0-01,BA-01--BENIGN_DRIFT,BA-01,GUARD_MODE,BATCH_RECOVERY,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.04359999999996944,,INVALID_CALLDATA
primary-solo-v0.4.0-01,BA-01--BENIGN_ORIGINAL,BA-01,GUARD_MODE,BATCH_RECOVERY,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.06080000000019936,,
primary-solo-v0.4.0-01,BA-02--ADVERSARIAL_BUDGET,BA-02,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.04470000000037544,,
primary-solo-v0.4.0-01,BA-02--ADVERSARIAL_COMPOSITION,BA-02,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.040899999999965075,,
primary-solo-v0.4.0-01,BA-02--ADVERSARIAL_SCOPE,BA-02,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.043800000000373984,,
primary-solo-v0.4.0-01,BA-02--BENIGN_DRIFT,BA-02,GUARD_MODE,BATCH_RECOVERY,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.04100000000016735,,INVALID_CALLDATA
primary-solo-v0.4.0-01,BA-02--BENIGN_ORIGINAL,BA-02,GUARD_MODE,BATCH_RECOVERY,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.09849999999914871,,
primary-solo-v0.4.0-01,BA-03--ADVERSARIAL_BUDGET,BA-03,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.05540000000019063,,
primary-solo-v0.4.0-01,BA-03--ADVERSARIAL_COMPOSITION,BA-03,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.0761000000002241,,
primary-solo-v0.4.0-01,BA-03--ADVERSARIAL_SCOPE,BA-03,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.04929999999967549,,
primary-solo-v0.4.0-01,BA-03--BENIGN_DRIFT,BA-03,GUARD_MODE,BATCH_RECOVERY,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.04970000000048458,,INVALID_CALLDATA
primary-solo-v0.4.0-01,BA-03--BENIGN_ORIGINAL,BA-03,GUARD_MODE,BATCH_RECOVERY,BASE,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,PASS,AUTHORED_ORACLE_FIXTURE,true,true,0.05749999999989086,,
primary-solo-v0.4.0-01,BA-04--ADVERSARIAL_BUDGET,BA-04,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[1],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.042300000000068394,,
primary-solo-v0.4.0-01,BA-04--ADVERSARIAL_COMPOSITION,BA-04,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,REPLAYED,VIOLATION,AUTHORED_ORACLE_FIXTURE,true,false,0.03960000000006403,,
primary-solo-v0.4.0-01,BA-04--ADVERSARIAL_SCOPE,BA-04,GUARD_MODE,BATCH_RECOVERY,ADVERSARIAL,TRAIN,[8453],1,PRE_SIGN,EXPECTED_FIXTURE,VALID_SEMANTIC,OFFLINE_COUNTERFACTUAL_REPLAY,ABSTAIN,1,0,NOT_ATTEMPTED,NOT_OBSERVED,NONE,false,false,0.03330000000005384,,
primary-solo-v0.4.0-01,BA-04--BENIGN_DRIFT,BA-04,GUARD_MODE,BATCH_RECOVERY,BENIGN_DRIFT,TRAIN,[1],2,PRE_SIGN,EXPECTED_FIXTURE,INVALID_CALLDATA,OFFLINE_COUNTERFACTUAL_REPLAY,ALLOW,0,,UNSUPPORTED,INSUFFICIENT_EVIDENCE,NONE,false,false,0.04179999999996653,,INVALID_CALLDATA
